ID,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT_W_CITY,APPL_DATETIME,DATE_BIRTH,age,age_category
172043,0,Cash loans,F,N,Y,112500.0,378000.0,19431.0,378000.0,Secondary / secondary special,House / apartment,18.209,3,2017-01-11 2:20:49,1985-02-08,38,Thirty
181867,0,Cash loans,M,Y,Y,157500.0,781920.0,31522.5,675000.0,Secondary / secondary special,House / apartment,6.296,3,2018-11-25 19:34:50,1996-01-24,27,Twenty
90436,0,Cash loans,F,N,N,157500.0,297130.5,27382.5,256500.0,Secondary / secondary special,Office apartment,18.029,3,2018-05-17 15:09:07,1962-04-13,61,Above_Sixty
87347,0,Cash loans,F,Y,Y,225000.0,2463840.0,74830.5,2250000.0,Higher education,House / apartment,20.713,3,2017-11-05 16:51:50,1955-06-16,68,Above_Sixty
59007,0,Cash loans,F,N,N,94500.0,450000.0,22977.0,450000.0,Higher education,House / apartment,18.029,3,2018-08-02 2:29:17,1957-08-04,66,Above_Sixty
67274,0,Cash loans,F,N,Y,135000.0,282690.0,15462.0,202500.0,Secondary / secondary special,House / apartment,18.029,3,2017-11-21 11:33:57,1969-05-19,54,Fifty
76875,1,Cash loans,M,Y,Y,180000.0,497520.0,39438.0,450000.0,Secondary / secondary special,House / apartment,18.029,3,2017-10-18 2:25:43,1964-01-23,59,Fifty
80096,0,Cash loans,F,N,N,225000.0,882000.0,31378.5,882000.0,Secondary / secondary special,House / apartment,18.209,3,2017-02-11 13:41:54,1950-03-20,73,Above_Sixty
118488,0,Cash loans,M,Y,N,90000.0,170640.0,11533.5,135000.0,Secondary / secondary special,With parents,3.069,3,2017-03-24 18:53:21,1981-07-23,42,Fourty
193941,0,Cash loans,F,Y,Y,85500.0,187704.0,10903.5,148500.0,Secondary / secondary special,House / apartment,8.068,3,2017-12-01 12:14:56,1960-05-24,63,Above_Sixty
92481,0,Cash loans,F,N,Y,112500.0,267102.0,31828.5,247500.0,Incomplete higher,House / apartment,105,3,2018-01-08 4:43:54,1983-06-14,40,Thirty
69766,0,Cash loans,F,N,Y,67500.0,835380.0,40320.0,675000.0,Secondary / secondary special,House / apartment,18.029,3,2017-07-03 21:42:04,1953-10-10,70,Above_Sixty
100825,0,Cash loans,M,Y,Y,157500.0,810000.0,26901.0,810000.0,Secondary / secondary special,House / apartment,18.209,3,2018-08-25 6:42:14,1960-05-30,63,Above_Sixty
154531,0,Cash loans,F,N,N,171000.0,461358.0,30276.0,427500.0,Secondary / secondary special,House / apartment,20.246,3,2018-03-19 14:15:55,1985-06-10,38,Thirty
164246,0,Cash loans,M,Y,Y,112500.0,867951.0,30879.0,724500.0,Secondary / secondary special,House / apartment,8.068,3,2018-04-30 19:04:11,1956-12-19,67,Above_Sixty
68653,0,Cash loans,M,Y,Y,126000.0,269550.0,18891.0,225000.0,Lower secondary,House / apartment,2.134,3,2017-02-02 13:37:04,1955-07-20,68,Above_Sixty
66544,0,Cash loans,M,Y,N,450000.0,990000.0,38866.5,990000.0,Higher education,House / apartment,18.209,3,2017-11-20 15:44:20,1991-05-03,32,Thirty
56950,0,Cash loans,F,N,Y,157500.0,273636.0,29164.5,247500.0,Secondary / secondary special,House / apartment,18.209,3,2018-07-31 4:25:07,1982-05-20,41,Fourty
49551,0,Cash loans,F,N,Y,112500.0,152820.0,16587.0,135000.0,Secondary / secondary special,House / apartment,3.069,3,2018-09-28 18:41:21,1989-11-22,34,Thirty
131378,0,Cash loans,F,Y,Y,112500.0,604152.0,25726.5,540000.0,Secondary / secondary special,House / apartment,20.713,3,2017-03-23 19:06:08,1964-12-17,59,Fifty
163439,1,Cash loans,M,N,Y,202500.0,360000.0,21883.5,360000.0,Secondary / secondary special,House / apartment,18.209,3,2017-09-16 10:53:34,1954-11-30,69,Above_Sixty
104944,0,Cash loans,M,Y,Y,135000.0,679896.0,37962.0,630000.0,Secondary / secondary special,House / apartment,6.852,3,2018-03-24 13:15:14,1982-07-18,41,Fourty
161848,0,Cash loans,M,Y,Y,157500.0,701730.0,70956.0,675000.0,Incomplete higher,House / apartment,3.069,3,2018-03-02 1:51:41,1959-07-06,64,Above_Sixty
184714,0,Cash loans,M,N,Y,94500.0,312768.0,16096.5,270000.0,Secondary / secondary special,House / apartment,18.029,3,2018-05-04 20:58:11,1989-06-28,34,Thirty
160362,0,Cash loans,F,N,Y,135000.0,942300.0,27679.5,675000.0,Secondary / secondary special,House / apartment,20.246,3,2017-01-08 7:56:44,1993-06-24,30,Twenty
143085,0,Cash loans,M,Y,Y,112500.0,312840.0,19269.0,247500.0,Higher education,House / apartment,6.296,3,2018-04-27 21:02:27,1991-09-09,32,Thirty
91401,0,Cash loans,F,N,N,121500.0,675000.0,28507.5,675000.0,Secondary / secondary special,House / apartment,7.305,3,2018-05-06 4:06:00,1976-02-25,47,Fourty
76294,0,Cash loans,F,N,Y,103500.0,364896.0,22180.5,315000.0,Higher education,House / apartment,2.042,3,2017-09-04 11:17:04,1964-11-30,59,Fifty
132089,0,Cash loans,M,N,Y,180000.0,528633.0,28804.5,472500.0,Secondary / secondary special,House / apartment,6.852,3,2017-10-03 14:59:22,1979-10-05,44,Fourty
103507,0,Cash loans,F,N,Y,81000.0,545040.0,35617.5,450000.0,Higher education,House / apartment,2.134,3,2017-11-06 11:27:14,1992-10-11,31,Thirty
54378,0,Cash loans,F,N,N,112500.0,675000.0,21906.0,675000.0,Secondary / secondary special,House / apartment,6.296,3,2017-04-16 8:09:43,1949-10-30,74,Above_Sixty
50680,0,Cash loans,M,N,N,202500.0,673875.0,21865.5,562500.0,Secondary / secondary special,House / apartment,3.069,3,2017-07-09 23:59:15,1993-05-03,30,Twenty
192126,0,Cash loans,F,N,Y,49500.0,95940.0,9958.5,90000.0,Secondary / secondary special,House / apartment,18.029,3,2018-09-27 21:09:58,1996-05-31,27,Twenty
135808,0,Cash loans,F,N,Y,135000.0,900000.0,26446.5,900000.0,Secondary / secondary special,House / apartment,18.209,3,2017-11-10 9:57:24,1952-04-02,71,Above_Sixty
144876,1,Cash loans,M,Y,Y,112500.0,608076.0,29704.5,427500.0,Secondary / secondary special,House / apartment,6.852,3,2017-05-30 19:54:42,1988-07-06,35,Thirty
125050,0,Cash loans,F,N,Y,144000.0,122521.5,9612.0,99000.0,Secondary / secondary special,House / apartment,20.246,3,2017-05-01 9:25:39,1959-07-13,64,Above_Sixty
173300,0,Cash loans,F,N,Y,76500.0,343800.0,16155.0,225000.0,Higher education,House / apartment,18.029,3,2018-09-12 12:22:10,1956-03-22,67,Above_Sixty
125704,0,Cash loans,F,N,Y,76500.0,188685.0,9760.5,157500.0,Secondary / secondary special,House / apartment,20.246,3,2017-03-29 20:05:32,1959-08-01,64,Above_Sixty
116972,0,Cash loans,M,Y,Y,225000.0,305640.0,31446.0,270000.0,Secondary / secondary special,With parents,6.305,3,2017-07-19 2:03:00,1990-01-14,33,Thirty
122767,0,Cash loans,M,N,Y,135000.0,545040.0,25537.5,450000.0,Secondary / secondary special,House / apartment,2.134,3,2018-03-28 6:20:05,1952-04-05,71,Above_Sixty
127681,0,Cash loans,F,N,N,166500.0,770292.0,32764.5,688500.0,Secondary / secondary special,House / apartment,3.122,3,2017-04-25 18:54:55,1953-03-06,70,Above_Sixty
141782,0,Cash loans,M,N,N,216000.0,865953.0,34470.0,774000.0,Secondary / secondary special,House / apartment,18.209,3,2018-03-03 14:39:49,1995-11-11,28,Twenty
92101,0,Cash loans,F,N,N,92250.0,281493.0,10561.5,243000.0,Secondary / secondary special,House / apartment,20.246,3,2017-09-10 5:02:37,1984-05-07,39,Thirty
50428,0,Cash loans,F,N,N,112500.0,450000.0,30073.5,450000.0,Secondary / secondary special,With parents,18.029,3,2017-09-08 17:39:22,1992-07-29,31,Thirty
195962,0,Cash loans,M,N,Y,135000.0,314055.0,19107.0,238500.0,Secondary / secondary special,House / apartment,20.246,3,2018-06-10 20:45:35,1965-02-19,58,Fifty
77846,0,Cash loans,F,Y,Y,225000.0,582804.0,31747.5,463500.0,Secondary / secondary special,House / apartment,18.029,3,2018-02-09 11:45:10,1979-03-14,44,Fourty
157110,0,Cash loans,F,Y,Y,112500.0,301464.0,22068.0,238500.0,Incomplete higher,House / apartment,20.246,3,2017-02-22 9:36:15,1954-11-11,69,Above_Sixty
165307,1,Cash loans,M,Y,Y,135000.0,450000.0,24412.5,450000.0,Secondary / secondary special,House / apartment,105,3,2018-01-05 16:38:55,1962-07-21,61,Above_Sixty
179280,0,Cash loans,F,Y,Y,90000.0,203760.0,16227.0,180000.0,Higher education,House / apartment,6.305,3,2017-04-17 16:11:51,1959-01-13,64,Above_Sixty
45411,0,Cash loans,F,N,N,166500.0,500490.0,48888.0,450000.0,Higher education,Rented apartment,1.333,3,2018-11-11 14:33:36,1995-01-16,28,Twenty
134751,0,Cash loans,F,N,N,72000.0,149256.0,15421.5,135000.0,Lower secondary,House / apartment,20.246,3,2017-11-06 1:44:58,1962-12-26,61,Above_Sixty
173071,0,Cash loans,F,N,Y,112500.0,215640.0,15466.5,180000.0,Secondary / secondary special,House / apartment,2.042,3,2018-04-02 18:14:55,1992-08-12,31,Thirty
104824,0,Cash loans,F,Y,Y,135000.0,879934.5,37413.0,711000.0,Secondary / secondary special,Municipal apartment,18.029,3,2017-06-22 18:23:25,1994-10-08,29,Twenty
70925,0,Cash loans,F,N,N,103500.0,753840.0,24448.5,540000.0,Secondary / secondary special,Rented apartment,7.305,3,2017-08-12 13:26:26,1960-08-30,63,Above_Sixty
127261,0,Cash loans,M,Y,Y,360000.0,938304.0,33831.0,810000.0,Higher education,House / apartment,2.134,3,2017-03-03 23:48:25,1958-06-06,65,Above_Sixty
189597,0,Cash loans,F,N,N,90000.0,1515415.5,41670.0,1354500.0,Higher education,House / apartment,20.246,3,2017-07-18 9:07:16,1991-10-03,32,Thirty
92834,0,Cash loans,M,Y,Y,157500.0,296280.0,18931.5,225000.0,Higher education,House / apartment,6.852,3,2017-07-03 6:41:25,1958-10-08,65,Above_Sixty
167930,1,Cash loans,M,N,Y,202500.0,403330.5,26388.0,333000.0,Secondary / secondary special,House / apartment,20.246,3,2018-12-30 10:50:01,1952-04-19,71,Above_Sixty
112908,0,Cash loans,F,N,Y,90000.0,448056.0,21015.0,315000.0,Secondary / secondary special,House / apartment,20.246,3,2017-07-27 21:44:28,1951-10-13,72,Above_Sixty
77142,1,Cash loans,F,N,Y,94500.0,275040.0,13504.5,180000.0,Higher education,House / apartment,20.246,3,2017-07-07 13:12:36,1958-03-01,65,Above_Sixty
116075,0,Cash loans,F,Y,Y,157500.0,552555.0,33034.5,477000.0,Higher education,House / apartment,6.852,3,2018-09-24 6:57:08,1967-03-29,56,Fifty
159695,0,Cash loans,M,N,Y,130500.0,254700.0,23944.5,225000.0,Secondary / secondary special,House / apartment,20.246,3,2018-02-22 6:45:48,1960-11-27,63,Above_Sixty
125280,0,Cash loans,F,Y,Y,180000.0,251091.0,24588.0,238500.0,Secondary / secondary special,House / apartment,6.852,3,2018-05-14 17:22:43,1957-03-14,66,Above_Sixty
146987,0,Cash loans,F,N,N,90000.0,781920.0,28215.0,675000.0,Secondary / secondary special,House / apartment,20.246,3,2018-03-23 17:23:15,1960-11-22,63,Above_Sixty
47553,0,Cash loans,M,N,Y,112500.0,270000.0,14647.5,270000.0,Higher education,With parents,3.069,3,2018-02-15 20:12:41,1973-08-31,50,Fourty
93609,0,Cash loans,F,N,Y,90000.0,508495.5,24592.5,454500.0,Secondary / secondary special,House / apartment,5.002,3,2017-01-12 12:02:53,1954-05-30,69,Above_Sixty
117969,0,Cash loans,M,Y,Y,67500.0,281493.0,22698.0,243000.0,Secondary / secondary special,House / apartment,8.068,3,2018-02-05 10:10:05,1952-11-07,71,Above_Sixty
155675,0,Cash loans,M,Y,Y,112500.0,96786.0,10399.5,85500.0,Secondary / secondary special,House / apartment,6.305,3,2018-10-13 11:56:11,1977-08-19,46,Fourty
185338,0,Cash loans,M,Y,Y,427500.0,612612.0,29601.0,495000.0,Secondary / secondary special,House / apartment,6.852,3,2018-08-16 3:49:15,1960-07-16,63,Above_Sixty
172830,0,Cash loans,F,N,Y,139500.0,508495.5,22527.0,454500.0,Secondary / secondary special,House / apartment,20.246,3,2017-05-03 12:19:07,1973-02-20,50,Fourty
107202,0,Cash loans,F,N,N,450000.0,450000.0,21888.0,450000.0,Higher education,House / apartment,2.042,3,2018-11-23 0:31:11,1965-04-13,58,Fifty
116981,1,Cash loans,M,N,N,90000.0,225000.0,11074.5,225000.0,Incomplete higher,Rented apartment,6.305,3,2017-01-04 4:34:05,1972-07-06,51,Fifty
148231,0,Cash loans,F,N,N,90000.0,152820.0,8662.5,135000.0,Secondary / secondary special,House / apartment,20.246,3,2018-08-14 1:44:08,1959-07-25,64,Above_Sixty
62395,0,Cash loans,F,N,Y,135000.0,94500.0,9202.5,94500.0,Higher education,House / apartment,20.246,3,2017-05-07 14:34:19,1969-02-28,54,Fifty
154058,0,Cash loans,F,N,N,135000.0,590337.0,28530.0,477000.0,Secondary / secondary special,House / apartment,20.246,3,2017-02-10 18:58:18,1965-01-22,58,Fifty
108532,0,Cash loans,M,N,Y,135000.0,143910.0,15628.5,135000.0,Secondary / secondary special,House / apartment,18.029,3,2018-06-09 3:38:57,1992-10-23,31,Thirty
145839,0,Cash loans,M,N,Y,180000.0,296280.0,15255.0,225000.0,Secondary / secondary special,House / apartment,20.246,3,2017-09-04 21:52:37,1954-10-21,69,Above_Sixty
107798,0,Cash loans,F,N,Y,135000.0,1339884.0,39177.0,1170000.0,Incomplete higher,With parents,2.042,3,2017-05-21 10:34:17,1952-08-07,71,Above_Sixty
173206,1,Cash loans,M,Y,Y,270000.0,296280.0,21690.0,225000.0,Incomplete higher,House / apartment,105,3,2018-10-30 15:44:46,1996-02-01,27,Twenty
51937,0,Cash loans,F,Y,N,135000.0,547344.0,19791.0,472500.0,Secondary / secondary special,House / apartment,20.713,3,2018-06-07 12:04:01,1989-07-02,34,Thirty
140730,0,Cash loans,F,N,Y,126000.0,1078200.0,31653.0,900000.0,Secondary / secondary special,House / apartment,7.305,3,2017-07-18 2:01:50,1953-02-17,70,Above_Sixty
164749,0,Cash loans,F,N,Y,135000.0,339241.5,12919.5,238500.0,Secondary / secondary special,House / apartment,20.713,3,2017-02-10 4:11:36,1960-01-07,63,Above_Sixty
128399,0,Cash loans,F,N,Y,81000.0,76410.0,8235.0,67500.0,Secondary / secondary special,House / apartment,20.713,3,2018-09-04 12:08:27,1995-10-17,28,Twenty
168790,0,Cash loans,F,N,Y,112500.0,436032.0,21339.0,360000.0,Secondary / secondary special,House / apartment,3.069,3,2018-04-16 16:48:53,1959-11-02,64,Above_Sixty
147770,0,Cash loans,M,N,Y,135000.0,93829.5,11263.5,81000.0,Secondary / secondary special,House / apartment,3.122,3,2018-10-16 7:18:54,1952-04-09,71,Above_Sixty
44943,0,Cash loans,M,N,Y,180000.0,1223010.0,48631.5,1125000.0,Secondary / secondary special,House / apartment,20.246,3,2017-08-13 1:14:54,1989-06-16,34,Thirty
158064,0,Cash loans,M,Y,N,180000.0,314055.0,16573.5,238500.0,Secondary / secondary special,With parents,20.713,3,2017-08-10 8:00:09,1951-07-21,72,Above_Sixty
75391,0,Cash loans,F,Y,Y,90000.0,814041.0,23931.0,679500.0,Higher education,House / apartment,10.556,3,2017-06-26 4:21:15,1961-08-23,62,Above_Sixty
76301,0,Cash loans,F,N,N,76500.0,135000.0,6624.0,135000.0,Secondary / secondary special,Municipal apartment,7.305,3,2018-06-27 10:43:37,1950-08-13,73,Above_Sixty
157682,0,Cash loans,F,N,Y,112500.0,473661.0,17140.5,333000.0,Secondary / secondary special,House / apartment,20.246,3,2018-10-03 3:35:41,1995-03-02,28,Twenty
142943,0,Cash loans,M,Y,N,157500.0,760500.0,27072.0,760500.0,Secondary / secondary special,With parents,18.209,3,2018-10-17 1:18:51,1984-04-08,39,Thirty
145199,0,Cash loans,M,Y,Y,175500.0,91692.0,9859.5,81000.0,Secondary / secondary special,House / apartment,6.305,3,2017-11-25 8:03:59,1990-07-01,33,Thirty
46928,1,Cash loans,M,N,Y,202500.0,1183963.5,38322.0,927000.0,Secondary / secondary special,House / apartment,18.029,3,2017-09-03 10:48:39,1995-06-26,28,Twenty
136993,0,Cash loans,F,N,Y,202500.0,469017.0,24075.0,391500.0,Secondary / secondary special,House / apartment,20.246,3,2018-10-15 9:08:50,1964-12-14,59,Fifty
117900,0,Cash loans,F,N,N,67500.0,436032.0,15660.0,360000.0,Secondary / secondary special,Municipal apartment,5.002,3,2017-03-04 3:30:27,1959-03-26,64,Above_Sixty
128084,0,Cash loans,F,N,Y,202500.0,454500.0,19386.0,454500.0,Secondary / secondary special,House / apartment,18.209,3,2017-07-24 2:30:46,1955-02-16,68,Above_Sixty
121590,0,Cash loans,M,N,Y,202500.0,990432.0,38677.5,855000.0,Secondary / secondary special,House / apartment,20.246,3,2017-11-25 19:30:52,1952-06-08,71,Above_Sixty
145409,0,Cash loans,F,N,Y,99000.0,101880.0,12087.0,90000.0,Secondary / secondary special,House / apartment,20.246,3,2018-06-23 6:07:39,1991-06-28,32,Thirty
47547,0,Cash loans,F,N,N,225000.0,700830.0,22738.5,585000.0,Secondary / secondary special,House / apartment,10.556,3,2017-06-16 14:45:45,1969-10-24,54,Fifty
166733,0,Cash loans,M,Y,Y,166500.0,332946.0,17127.0,238500.0,Secondary / secondary special,House / apartment,20.713,3,2017-10-26 9:54:15,1991-09-15,32,Thirty
176069,0,Cash loans,F,N,N,90000.0,555273.0,15399.0,463500.0,Secondary / secondary special,House / apartment,20.713,3,2017-09-12 2:31:22,1959-12-10,64,Above_Sixty
45203,0,Cash loans,M,Y,Y,162000.0,254700.0,17149.5,225000.0,Higher education,House / apartment,18.209,3,2017-03-05 12:49:01,1954-12-22,69,Above_Sixty
178934,0,Cash loans,F,N,Y,202500.0,927391.5,39420.0,814500.0,Secondary / secondary special,House / apartment,18.029,3,2018-04-29 17:09:58,1958-10-23,65,Above_Sixty
47864,0,Cash loans,F,N,Y,112500.0,508495.5,24592.5,454500.0,Secondary / secondary special,House / apartment,8.068,3,2018-08-21 2:35:22,1993-06-13,30,Twenty
151639,0,Cash loans,F,N,Y,216000.0,301500.0,15525.0,301500.0,Higher education,House / apartment,2.042,3,2018-02-11 3:32:00,1974-10-24,49,Fourty
78529,0,Cash loans,F,Y,Y,72000.0,755190.0,29677.5,675000.0,Secondary / secondary special,House / apartment,18.029,3,2017-04-13 10:44:09,1965-10-20,58,Fifty
87868,0,Cash loans,F,N,N,99000.0,279000.0,15133.5,279000.0,Secondary / secondary special,House / apartment,10.556,3,2018-06-04 20:50:06,1984-06-04,39,Thirty
118064,0,Cash loans,M,Y,Y,180000.0,557770.5,40716.0,481500.0,Secondary / secondary special,House / apartment,6.852,3,2018-11-04 8:13:35,1951-10-01,72,Above_Sixty
76006,0,Cash loans,F,N,Y,76500.0,544491.0,17694.0,454500.0,Secondary / secondary special,House / apartment,20.713,3,2018-05-29 10:52:57,1976-06-27,47,Fourty
153575,0,Cash loans,F,Y,Y,157500.0,755190.0,36459.0,675000.0,Higher education,House / apartment,6.852,3,2018-04-07 17:29:49,1954-12-20,69,Above_Sixty
192498,0,Cash loans,F,N,N,135000.0,1125000.0,32895.0,1125000.0,Higher education,Municipal apartment,20.246,3,2018-11-29 5:35:53,1979-03-08,44,Fourty
117937,1,Cash loans,F,Y,N,135000.0,888840.0,31923.0,675000.0,Secondary / secondary special,House / apartment,6.852,3,2017-05-21 4:11:57,1952-11-03,71,Above_Sixty
164717,0,Cash loans,M,Y,N,144000.0,573628.5,22576.5,463500.0,Secondary / secondary special,Municipal apartment,20.713,3,2018-05-26 0:38:45,1952-07-02,71,Above_Sixty
121912,0,Cash loans,F,Y,N,112500.0,517500.0,22054.5,517500.0,Secondary / secondary special,House / apartment,18.209,3,2018-12-11 20:32:19,1966-08-14,57,Fifty
164382,0,Cash loans,M,N,N,67500.0,143910.0,14364.0,135000.0,Secondary / secondary special,House / apartment,5.002,3,2017-06-12 3:24:21,1980-01-16,43,Fourty
147018,0,Cash loans,F,N,Y,247500.0,1048500.0,33952.5,1048500.0,Secondary / secondary special,House / apartment,20.246,3,2018-10-28 19:14:14,1996-12-11,27,Twenty
71159,0,Cash loans,M,Y,N,180000.0,412614.0,30024.0,364500.0,Secondary / secondary special,Rented apartment,6.852,3,2017-09-02 0:05:21,1968-09-18,55,Fifty
87625,0,Cash loans,F,N,Y,67500.0,170640.0,6561.0,135000.0,Secondary / secondary special,House / apartment,20.246,3,2017-12-14 2:36:54,1953-04-30,70,Above_Sixty
187128,0,Cash loans,F,N,N,54000.0,254700.0,30357.0,225000.0,Secondary / secondary special,Rented apartment,20.246,3,2018-03-15 0:44:00,1956-06-12,67,Above_Sixty
186532,0,Cash loans,F,Y,Y,112500.0,182286.0,17887.5,171000.0,Secondary / secondary special,House / apartment,10.556,3,2018-06-19 16:25:45,1952-02-24,71,Above_Sixty
176008,0,Cash loans,M,N,N,81000.0,517788.0,19647.0,427500.0,Secondary / secondary special,Municipal apartment,20.246,3,2017-12-05 4:34:24,1966-09-01,57,Fifty
188450,0,Cash loans,M,Y,Y,135000.0,342000.0,24885.0,342000.0,Incomplete higher,House / apartment,18.209,3,2018-03-20 3:54:40,1986-10-23,37,Thirty
53358,0,Cash loans,F,N,N,112500.0,360000.0,13842.0,360000.0,Secondary / secondary special,House / apartment,18.209,3,2018-09-24 2:07:48,1981-12-06,42,Fourty
194638,0,Cash loans,M,N,Y,315000.0,762453.0,48856.5,706500.0,Secondary / secondary special,With parents,18.029,3,2017-08-12 21:53:06,1954-07-25,69,Above_Sixty
163396,0,Cash loans,F,N,N,135000.0,1006920.0,40063.5,900000.0,Secondary / secondary special,House / apartment,3.069,3,2017-12-10 9:36:30,1959-03-06,64,Above_Sixty
96346,0,Cash loans,F,N,Y,155700.0,803929.5,46282.5,702000.0,Higher education,House / apartment,7.305,3,2017-11-06 13:50:24,1960-08-22,63,Above_Sixty
147323,0,Cash loans,M,Y,Y,180000.0,755190.0,56592.0,675000.0,Higher education,House / apartment,3.122,3,2018-07-19 13:18:50,1960-02-02,63,Above_Sixty
165978,0,Cash loans,F,N,Y,112500.0,225000.0,13896.0,225000.0,Secondary / secondary special,House / apartment,18.209,3,2018-03-31 17:54:50,1956-02-02,67,Above_Sixty
167015,0,Cash loans,M,N,Y,315000.0,746280.0,42970.5,675000.0,Secondary / secondary special,House / apartment,6.296,3,2017-04-18 10:56:24,1996-03-26,27,Twenty
142286,0,Cash loans,F,N,N,67500.0,152820.0,9949.5,135000.0,Secondary / secondary special,Rented apartment,20.713,3,2017-05-01 4:15:12,1951-11-20,72,Above_Sixty
49090,1,Cash loans,M,N,N,135000.0,269550.0,16285.5,225000.0,Secondary / secondary special,House / apartment,3.069,3,2017-09-22 2:11:34,1996-07-06,27,Twenty
89747,0,Cash loans,F,N,N,81000.0,253737.0,17086.5,229500.0,Secondary / secondary special,House / apartment,2.042,3,2017-06-16 21:59:19,1959-11-02,64,Above_Sixty
156922,1,Cash loans,F,Y,N,121500.0,409500.0,32350.5,409500.0,Secondary / secondary special,House / apartment,18.029,3,2017-04-01 18:03:41,1972-07-24,51,Fifty
80462,0,Cash loans,F,N,Y,202500.0,180000.0,17932.5,180000.0,Higher education,House / apartment,20.246,3,2017-12-22 10:02:03,1970-09-13,53,Fifty
140863,0,Cash loans,M,Y,Y,180000.0,885762.0,28701.0,634500.0,Higher education,House / apartment,18.029,3,2017-10-27 12:52:10,1960-02-10,63,Above_Sixty
66364,0,Cash loans,M,Y,N,112500.0,534204.0,29956.5,495000.0,Secondary / secondary special,House / apartment,20.246,3,2017-05-27 20:50:18,1979-02-26,44,Fourty
82228,0,Cash loans,F,N,Y,90000.0,136287.0,10894.5,103500.0,Secondary / secondary special,House / apartment,20.713,3,2018-09-22 6:24:25,1964-03-02,59,Fifty
51324,1,Cash loans,M,Y,N,135000.0,254700.0,27558.0,225000.0,Secondary / secondary special,With parents,18.029,3,2018-12-14 19:41:10,1951-05-08,72,Above_Sixty
80336,0,Cash loans,M,N,Y,90000.0,239850.0,28593.0,225000.0,Secondary / secondary special,House / apartment,10.556,3,2018-07-31 0:32:09,1989-04-23,34,Thirty
104437,0,Cash loans,M,N,Y,225000.0,383089.5,25069.5,346500.0,Secondary / secondary special,House / apartment,105,3,2018-04-12 14:46:37,1979-06-06,44,Fourty
136110,0,Cash loans,M,Y,N,216000.0,1456587.0,52447.5,1305000.0,Higher education,House / apartment,3.069,3,2018-09-12 22:59:15,1960-06-19,63,Above_Sixty
136202,1,Cash loans,F,N,N,135000.0,916470.0,26797.5,765000.0,Secondary / secondary special,House / apartment,6.296,3,2018-01-21 10:29:52,1950-04-05,73,Above_Sixty
176921,0,Cash loans,M,Y,N,261000.0,360000.0,10444.5,360000.0,Higher education,House / apartment,18.209,3,2017-12-26 13:20:08,1961-11-11,62,Above_Sixty
105985,0,Cash loans,F,N,N,76500.0,808650.0,23305.5,675000.0,Secondary / secondary special,House / apartment,8.068,3,2017-04-29 15:33:49,1953-11-14,70,Above_Sixty
119432,1,Cash loans,F,N,Y,67500.0,254700.0,16713.0,225000.0,Incomplete higher,With parents,20.246,3,2017-08-23 19:12:13,1970-08-17,53,Fifty
66415,0,Cash loans,M,N,Y,157500.0,67500.0,7087.5,67500.0,Secondary / secondary special,House / apartment,105,3,2018-11-06 21:58:03,1951-06-18,72,Above_Sixty
111274,0,Cash loans,M,N,Y,90000.0,112500.0,8280.0,112500.0,Lower secondary,House / apartment,18.209,3,2017-12-26 18:30:40,1954-11-17,69,Above_Sixty
50276,0,Cash loans,F,N,N,202500.0,1971072.0,68643.0,1800000.0,Higher education,House / apartment,105,3,2018-03-25 1:42:12,1954-04-24,69,Above_Sixty
118116,0,Cash loans,F,Y,Y,202500.0,1314117.0,36265.5,1147500.0,Secondary / secondary special,House / apartment,20.713,3,2017-06-17 21:00:02,1951-10-24,72,Above_Sixty
181205,0,Cash loans,F,N,Y,56250.0,254700.0,14350.5,225000.0,Secondary / secondary special,House / apartment,20.246,3,2018-07-11 18:24:50,1959-09-11,64,Above_Sixty
144930,0,Cash loans,M,N,Y,157500.0,225000.0,17905.5,225000.0,Secondary / secondary special,Rented apartment,18.209,3,2018-01-21 1:48:39,1960-05-11,63,Above_Sixty
184052,0,Cash loans,F,N,N,112500.0,344043.0,14706.0,297000.0,Secondary / secondary special,Municipal apartment,7.305,3,2017-05-28 9:04:45,1984-11-06,39,Thirty
124601,0,Cash loans,M,Y,Y,157500.0,405000.0,29601.0,405000.0,Secondary / secondary special,With parents,18.209,3,2017-09-26 8:25:18,1951-02-02,72,Above_Sixty
176969,0,Cash loans,F,Y,Y,180000.0,497520.0,33376.5,450000.0,Secondary / secondary special,House / apartment,3.069,3,2017-03-19 22:51:52,1991-03-23,32,Thirty
51962,0,Cash loans,F,N,Y,90000.0,288873.0,16258.5,238500.0,Secondary / secondary special,House / apartment,20.713,3,2017-02-19 9:17:57,1984-08-02,39,Thirty
62497,0,Cash loans,F,Y,Y,225000.0,135000.0,15358.5,135000.0,Higher education,House / apartment,18.209,3,2017-06-14 22:40:36,1958-06-17,65,Above_Sixty
47571,0,Cash loans,F,N,Y,315000.0,1546020.0,50004.0,1350000.0,Secondary / secondary special,House / apartment,18.209,3,2017-10-31 20:51:28,1952-07-18,71,Above_Sixty
